id,collection,dc.identifier.uri,cml.calculationtype[],cml.energy.units[],cml.energy.value[],cml.formula.generic[],cml.hasmolecularorbitals[],cml.hassolvent[],cml.hasvibrationalfrequencies[],cml.method[],cml.numberofjobs[],cml.program.name[],cml.program.other[],cml.program.version[],cml.shelltype[],dc.contributor.author[],dc.date.created[],dc.date.issued[],dc.description.abstract[],dc.publisher[],dc.relation.ispartof,dc.relation.uri[*],dc.relation[*],dc.rights.uri[],dc.rights[],dc.title[],dc.type[]
"102607","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101556","Geometry optimization","eV","-1135.46834146","C2H7NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.439009+02:00","2025-07-23T10:54:04.439009+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Ethanamine/top_M5c config_1","dataset"
"102608","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101557","Geometry optimization","eV","-1135.49270021","C2H7NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.386882+02:00","2025-07-23T10:54:04.386882+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Ethanamine/top_M5c config_2","dataset"
"102609","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101558","Geometry optimization","eV","-1134.16611881","C2H7NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.330352+02:00","2025-07-23T10:54:04.330352+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Ethanamine/top_Obr config_1","dataset"
"102610","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101559","Geometry optimization","eV","-1134.36591113","C2H7NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.275993+02:00","2025-07-23T10:54:04.275993+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Ethanamine/top_Obr config_2","dataset"
"102611","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101560","Geometry optimization","eV","-1118.80104031","CH5NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.224733+02:00","2025-07-23T10:54:04.224733+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Methanamine/hollow_M5c-Oip config_1","dataset"
"102612","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101561","Geometry optimization","eV","-1117.48510079","CH5NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.171848+02:00","2025-07-23T10:54:04.171848+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Methanamine/bridge_Obr config_1","dataset"
"102613","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101562","Geometry optimization","eV","-1118.78926182","CH5NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.115711+02:00","2025-07-23T10:54:04.115711+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Methanamine/hollow_M5c-Obr config_1","dataset"
"102614","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101563","Geometry optimization","eV","-1118.77228354","CH5NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.062754+02:00","2025-07-23T10:54:04.062754+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Methanamine/hollow_M5c-Obr config_2","dataset"
"102615","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101564","Geometry optimization","eV","-1118.78266448","CH5NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:04.009865+02:00","2025-07-23T10:54:04.009865+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Methanamine/top_M5c config_1","dataset"
"102616","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101565","Geometry optimization","eV","-1117.51438334","CH5NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.957077+02:00","2025-07-23T10:54:03.957077+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Methanamine/top_Obr config_1","dataset"
"102617","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101566","Geometry optimization","eV","-1152.23452368","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.902459+02:00","2025-07-23T10:54:03.902459+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/hollow_M5c-Oip config_1","dataset"
"102618","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101567","Geometry optimization","eV","-1152.11949201","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.847832+02:00","2025-07-23T10:54:03.847832+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/hollow_M5c-Oip config_2","dataset"
"102619","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101568","Geometry optimization","eV","-1150.96737610","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.793339+02:00","2025-07-23T10:54:03.793339+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/bridge_Obr config_1","dataset"
"102620","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101569","Geometry optimization","eV","-1152.23540444","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.735809+02:00","2025-07-23T10:54:03.735809+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/bridge_Obr config_2","dataset"
"102621","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101570","Geometry optimization","eV","-1152.23209411","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.672587+02:00","2025-07-23T10:54:03.672587+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/hollow_M5c-Obr config_1","dataset"
"102622","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101571","Geometry optimization","eV","-1152.23268228","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.610185+02:00","2025-07-23T10:54:03.610185+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/hollow_M5c-Obr config_2","dataset"
"102623","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101572","Geometry optimization","eV","-1152.24528230","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.550223+02:00","2025-07-23T10:54:03.550223+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/hollow_M5c-Obr config_3","dataset"
"102624","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101573","Geometry optimization","eV","-1152.23607143","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.490993+02:00","2025-07-23T10:54:03.490993+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/top_M5c config_1","dataset"
"102625","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101574","Geometry optimization","eV","-1152.22544922","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.43853+02:00","2025-07-23T10:54:03.43853+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/top_M5c config_2","dataset"
"102626","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101575","Geometry optimization","eV","-1152.12130660","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.385635+02:00","2025-07-23T10:54:03.385635+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/top_M5c config_3","dataset"
"102627","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101576","Geometry optimization","eV","-1151.18217844","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.332737+02:00","2025-07-23T10:54:03.332737+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Propan-2-amine/top_Obr config_1","dataset"
"102628","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101577","Geometry optimization","eV","-1150.67149472","C3H9NO80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:03.279266+02:00","2025-07-23T10:54:03.279266+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/Amines/Trimethylamine/hollow_M5c-Oip config_1","dataset"
